PROT_NUMBE,BLOCK_NUMB,PROT_NUM_BLOCK_NUM,Unique,Shape_Length,Shape_Area,bounds
NH17-02, 6634,NH17-02 6634,240,19206.828069792762,23056053.095421925,"-80.344,31.409,-80.293,31.453"
NH17-02, 6635,NH17-02 6635,241,19206.675118483643,23055685.965466887,"-80.293,31.409,-80.242,31.453"
NH17-02, 6636,NH17-02 6636,242,19206.51140051111,23055292.998529136,"-80.243,31.409,-80.192,31.452"
NH17-02, 6637,NH17-02 6637,243,19206.33646968211,23054873.117540922,"-80.192,31.409,-80.141,31.452"
NH17-02, 6638,NH17-02 6638,244,19206.15103300112,23054428.027461663,"-80.142,31.408,-80.091,31.452"
NH17-02, 6639,NH17-02 6639,245,19205.954320142246,23053955.872790106,"-80.091,31.408,-80.040,31.452"
NH17-02, 6640,NH17-02 6640,246,19205.746904002568,23053458.03477825,"-80.041,31.407,-79.990,31.451"
NH17-02, 6667,NH17-02 6667,247,14794.110857910975,12798800.974776443,"-81.187,31.368,-81.151,31.411"
NH17-02, 6668,NH17-02 6668,248,19207.784287775557,23058391.963039976,"-81.151,31.368,-81.101,31.411"
NH17-02, 6669,NH17-02 6669,249,19207.8059129055,23058413.57007762,"-81.101,31.368,-81.050,31.411"
NH17-02, 6670,NH17-02 6670,250,19207.81683688857,23058439.79409702,"-81.050,31.368,-81.000,31.411"
NH17-02, 6671,NH17-02 6671,251,19207.81671531918,23058439.501878995,"-81.000,31.368,-80.950,31.411"
NH17-02, 6675,NH17-02 6675,252,19207.707499220644,23058177.333515964,"-80.798,31.368,-80.748,31.411"
NH17-02, 6676,NH17-02 6676,253,19207.652888215875,23058046.244385995,"-80.748,31.368,-80.697,31.411"
NH17-02, 6677,NH17-02 6677,254,19207.587346134176,23057888.915860564,"-80.697,31.368,-80.647,31.411"
NH17-02, 6678,NH17-02 6678,255,19207.510955967235,23057705.547861964,"-80.647,31.367,-80.596,31.411"
NH17-02, 6679,NH17-02 6679,256,19207.423468773315,23057495.543247793,"-80.596,31.367,-80.546,31.411"
NH17-02, 6680,NH17-02 6680,257,19207.325070365878,23057259.35033513,"-80.546,31.367,-80.495,31.411"
NH17-02, 6681,NH17-02 6681,258,19207.21580403043,23056997.069515023,"-80.495,31.367,-80.445,31.410"
NH17-02, 6682,NH17-02 6682,259,19207.09568962195,23056708.75285714,"-80.445,31.367,-80.394,31.410"
NH17-02, 6683,NH17-02 6683,260,19206.964644181753,23056394.199170593,"-80.394,31.366,-80.344,31.410"
NH17-02, 6684,NH17-02 6684,261,19206.822553145874,23056053.133225568,"-80.344,31.366,-80.293,31.410"
NH17-02, 6685,NH17-02 6685,262,19206.66964566515,23055686.109277084,"-80.293,31.366,-80.243,31.409"
NH17-02, 6686,NH17-02 6686,263,19206.505890084416,23055293.048116565,"-80.243,31.366,-80.192,31.409"
NH17-02, 6687,NH17-02 6687,264,19206.33108892577,23054873.478708595,"-80.192,31.365,-80.142,31.409"
NH17-02, 6688,NH17-02 6688,265,19206.14547134754,23054427.953372657,"-80.142,31.365,-80.091,31.409"
NH17-02, 6689,NH17-02 6689,266,19205.94869361617,23053955.642725512,"-80.092,31.365,-80.041,31.408"
NH17-02, 6690,NH17-02 6690,267,19205.741099485123,23053457.37634386,"-80.041,31.364,-79.990,31.408"
NH17-02, 6717,NH17-02 6717,268,16674.27916542594,15062917.424717914,"-81.197,31.325,-81.151,31.368"
NH17-02, 6718,NH17-02 6718,269,19207.778875004555,23058373.171332516,"-81.151,31.325,-81.101,31.368"
NH17-02, 6719,NH17-02 6719,270,19207.800520033623,23058413.723614007,"-81.101,31.325,-81.050,31.368"
NH17-02, 6720,NH17-02 6720,271,19207.81146570175,23058439.99823054,"-81.050,31.325,-81.000,31.368"
NH17-02, 6721,NH17-02 6721,272,19207.811418895977,23058439.88527721,"-81.000,31.325,-80.950,31.368"
NH17-02, 6725,NH17-02 6725,273,19207.701946814537,23058177.102552198,"-80.798,31.325,-80.748,31.368"
NH17-02, 6726,NH17-02 6726,274,19207.6474494228,23058046.286678664,"-80.748,31.324,-80.697,31.368"
NH17-02, 6727,NH17-02 6727,275,19207.581939444684,23057889.03316836,"-80.697,31.324,-80.647,31.368"
NH17-02, 6728,NH17-02 6728,276,19207.505468327658,23057705.472051583,"-80.647,31.324,-80.596,31.368"
NH17-02, 6729,NH17-02 6729,277,19207.417870121088,23057495.199669987,"-80.596,31.324,-80.546,31.367"
NH17-02, 6730,NH17-02 6730,278,19207.319654363186,23057259.44396258,"-80.546,31.324,-80.495,31.367"
NH17-02, 6731,NH17-02 6731,279,19207.210394502694,23056997.179454044,"-80.495,31.324,-80.445,31.367"
NH17-02, 6732,NH17-02 6732,280,19207.09023665695,23056708.755603284,"-80.445,31.323,-80.394,31.367"
NH17-02, 6733,NH17-02 6733,281,19206.959168995854,23056394.148030147,"-80.395,31.323,-80.344,31.367"
NH17-02, 6734,NH17-02 6734,282,19206.817120446678,23056053.183477342,"-80.344,31.323,-80.293,31.366"
NH17-02, 6735,NH17-02 6735,283,19206.664339842057,23055686.4624096,"-80.294,31.323,-80.243,31.366"
NH17-02, 6736,NH17-02 6736,284,19206.50031766793,23055292.761446636,"-80.243,31.322,-80.192,31.366"
NH17-02, 6737,NH17-02 6737,285,19206.325480551026,23054873.105212662,"-80.193,31.322,-80.142,31.366"
NH17-02, 6738,NH17-02 6738,286,19206.13999429915,23054427.891089804,"-80.142,31.322,-80.092,31.365"
NH17-02, 6739,NH17-02 6739,287,19205.943381070578,23053955.973635763,"-80.092,31.321,-80.041,31.365"
NH17-02, 6740,NH17-02 6740,288,19205.73564087964,23053457.355137974,"-80.041,31.321,-79.991,31.365"
NH17-02, 6766,NH17-02 6766,289,1006.7303854768265,24493.757348963398,"-81.203,31.285,-81.202,31.289"
NH17-02, 6769,NH17-02 6769,290,19207.795241631153,23058413.957939595,"-81.101,31.281,-81.050,31.325"
NH17-02, 6770,NH17-02 6770,291,19207.805980049354,23058439.733519793,"-81.050,31.281,-81.000,31.325"
NH17-02, 6773,NH17-02 6773,292,19207.773073181714,23058360.741921544,"-80.899,31.281,-80.849,31.325"
NH17-02, 6774,NH17-02 6774,293,19207.740348172814,23058282.187560536,"-80.849,31.281,-80.798,31.325"
NH17-02, 6775,NH17-02 6775,294,19207.696643530497,23058177.27593761,"-80.798,31.281,-80.748,31.325"
NH17-02, 6776,NH17-02 6776,295,19207.642062262614,23058046.256015018,"-80.748,31.281,-80.697,31.325"
NH17-02, 6777,NH17-02 6777,296,19207.576469919968,23057888.807421356,"-80.697,31.281,-80.647,31.324"
NH17-02, 6778,NH17-02 6778,297,19207.499949468696,23057705.12470028,"-80.647,31.281,-80.596,31.324"
NH17-02, 6779,NH17-02 6779,298,19207.412583897905,23057495.41037441,"-80.597,31.281,-80.546,31.324"
NH17-02, 6780,NH17-02 6780,299,19207.314404785964,23057259.742323168,"-80.546,31.281,-80.495,31.324"
NH17-02, 6781,NH17-02 6781,300,19207.205151470338,23056997.491430864,"-80.496,31.280,-80.445,31.324"
NH17-02, 6782,NH17-02 6782,301,19207.084918717042,23056708.887944967,"-80.445,31.280,-80.395,31.324"
NH17-02, 6783,NH17-02 6783,302,19206.95384086836,23056394.254016317,"-80.395,31.280,-80.344,31.323"
NH17-02, 6784,NH17-02 6784,303,19206.81172040327,23056053.116874367,"-80.344,31.280,-80.294,31.323"
NH17-02, 6785,NH17-02 6785,304,19206.65875481349,23055685.9509243,"-80.294,31.279,-80.243,31.323"
NH17-02, 6786,NH17-02 6786,305,19206.495090315515,23055293.1068287,"-80.244,31.279,-80.193,31.323"
NH17-02, 6787,NH17-02 6787,306,19206.32026864945,23054873.485072132,"-80.193,31.279,-80.142,31.322"
NH17-02, 6788,NH17-02 6788,307,19206.13448727811,23054427.56210786,"-80.143,31.278,-80.092,31.322"
NH17-02, 6789,NH17-02 6789,308,19205.937841251576,23053955.56587661,"-80.092,31.278,-80.041,31.322"
NH17-02, 6790,NH17-02 6790,309,19205.7303501587,23053457.543871306,"-80.042,31.278,-79.991,31.321"
NH17-02, 6823,NH17-02 6823,310,19207.76805660228,23058361.401087634,"-80.899,31.238,-80.849,31.281"
NH17-02, 6824,NH17-02 6824,311,19207.7351932691,23058282.51479597,"-80.849,31.238,-80.798,31.281"
NH17-02, 6825,NH17-02 6825,312,19207.691454850923,23058177.523607522,"-80.798,31.238,-80.748,31.281"
NH17-02, 6826,NH17-02 6826,313,19207.63662381182,23058045.903308943,"-80.748,31.238,-80.697,31.281"
NH17-02, 6827,NH17-02 6827,314,19207.57126119196,23057889.00590149,"-80.698,31.238,-80.647,31.281"
NH17-02, 6828,NH17-02 6828,315,19207.4946284205,23057705.05238689,"-80.647,31.238,-80.597,31.281"
NH17-02, 6829,NH17-02 6829,316,19207.40721511825,23057495.224203244,"-80.597,31.237,-80.546,31.281"
NH17-02, 6830,NH17-02 6830,317,19207.309041175817,23057259.567913614,"-80.546,31.237,-80.496,31.281"
NH17-02, 6831,NH17-02 6831,318,19207.199545670326,23056996.73444114,"-80.496,31.237,-80.445,31.281"
NH17-02, 6832,NH17-02 6832,319,19207.079518576626,23056708.625580333,"-80.446,31.237,-80.395,31.280"
NH17-02, 6833,NH17-02 6833,320,19206.948450369713,23056394.01253924,"-80.395,31.237,-80.344,31.280"
NH17-02, 6834,NH17-02 6834,321,19206.806289735014,23056052.77590984,"-80.345,31.236,-80.294,31.280"
NH17-02, 6835,NH17-02 6835,322,19206.653451360606,23055685.914951142,"-80.294,31.236,-80.244,31.280"
NH17-02, 6836,NH17-02 6836,323,19206.489718074998,23055292.905517854,"-80.244,31.236,-80.193,31.279"
NH17-02, 6837,NH17-02 6837,324,19206.314829124276,23054873.118628785,"-80.194,31.235,-80.143,31.279"
NH17-02, 6838,NH17-02 6838,325,19206.12932571199,23054427.86191904,"-80.143,31.235,-80.092,31.279"
NH17-02, 6839,NH17-02 6839,326,19205.932615430534,23053955.70896796,"-80.093,31.235,-80.042,31.278"
NH17-02, 6840,NH17-02 6840,327,19205.725259029623,23053458.010093056,"-80.042,31.234,-79.991,31.278"
NH17-02, 6872,NH17-02 6872,328,19207.78455553816,23058413.506408587,"-80.950,31.195,-80.899,31.238"
NH17-02, 6873,NH17-02 6873,329,19207.762613559622,23058360.835532315,"-80.899,31.195,-80.849,31.238"
NH17-02, 6874,NH17-02 6874,330,19207.729975461247,23058282.48854319,"-80.849,31.195,-80.798,31.238"
NH17-02, 6875,NH17-02 6875,331,19207.6862662926,23058177.565743096,"-80.798,31.195,-80.748,31.238"
NH17-02, 6876,NH17-02 6876,332,19207.63146601533,23058046.01933457,"-80.748,31.195,-80.698,31.238"
NH17-02, 6877,NH17-02 6877,333,19207.565989637365,23057888.847715773,"-80.698,31.194,-80.647,31.238"
NH17-02, 6878,NH17-02 6878,334,19207.489505182457,23057705.25081136,"-80.647,31.194,-80.597,31.238"
NH17-02, 6879,NH17-02 6879,335,19207.40204423238,23057495.306999974,"-80.597,31.194,-80.546,31.238"
NH17-02, 6880,NH17-02 6880,336,19207.303761028255,23057259.38703192,"-80.547,31.194,-80.496,31.237"
NH17-02, 6881,NH17-02 6881,337,19207.19461591603,23056997.393404208,"-80.496,31.194,-80.446,31.237"
NH17-02, 6882,NH17-02 6882,338,19207.074514144228,23056709.102092214,"-80.446,31.193,-80.395,31.237"
NH17-02, 6883,NH17-02 6883,339,19206.943372779595,23056394.315363795,"-80.395,31.193,-80.345,31.237"
NH17-02, 6884,NH17-02 6884,340,19206.80117215,23056052.982370183,"-80.345,31.193,-80.294,31.237"
NH17-02, 6885,NH17-02 6885,341,19206.648378211656,23055686.225325704,"-80.295,31.193,-80.244,31.236"
NH17-02, 6886,NH17-02 6886,342,19206.484544650302,23055292.97193312,"-80.244,31.192,-80.194,31.236"
NH17-02, 6887,NH17-02 6887,343,19206.30970318088,23054873.301302373,"-80.194,31.192,-80.143,31.236"
NH17-02, 6888,NH17-02 6888,344,19206.12396839219,23054427.48867569,"-80.144,31.192,-80.093,31.235"
NH17-02, 6889,NH17-02 6889,345,19205.927162342072,23053955.10366472,"-80.093,31.191,-80.042,31.235"
NH17-02, 6890,NH17-02 6890,346,19205.719940848867,23053457.726386353,"-80.043,31.191,-79.992,31.235"
NH17-02, 6922,NH17-02 6922,347,19207.779512793048,23058413.689377494,"-80.950,31.152,-80.899,31.195"
NH17-02, 6923,NH17-02 6923,348,19207.75759704686,23058361.081219066,"-80.899,31.151,-80.849,31.195"
NH17-02, 6924,NH17-02 6924,349,19207.724872224935,23058282.526849713,"-80.849,31.151,-80.798,31.195"
NH17-02, 6925,NH17-02 6925,350,19207.68107783665,23058177.398858204,"-80.799,31.151,-80.748,31.195"
NH17-02, 6926,NH17-02 6926,351,19207.62639138471,23058046.12478979,"-80.748,31.151,-80.698,31.195"
NH17-02, 6927,NH17-02 6927,352,19207.560864371786,23057888.83052408,"-80.698,31.151,-80.647,31.195"
NH17-02, 6928,NH17-02 6928,353,19207.484382250725,23057705.240635365,"-80.647,31.151,-80.597,31.194"
NH17-02, 6929,NH17-02 6929,354,19207.39703968832,23057495.579802565,"-80.597,31.151,-80.547,31.194"
NH17-02, 6930,NH17-02 6930,355,19207.29862751218,23057259.347901158,"-80.547,31.151,-80.496,31.194"
NH17-02, 6931,NH17-02 6931,356,19207.18937474119,23056997.0975955,"-80.496,31.150,-80.446,31.194"
NH17-02, 6932,NH17-02 6932,357,19207.069032543972,23056708.22779631,"-80.446,31.150,-80.395,31.194"
NH17-02, 6933,NH17-02 6933,358,19206.9380156461,23056393.738281712,"-80.396,31.150,-80.345,31.193"
NH17-02, 6934,NH17-02 6934,359,19206.79618978457,23056053.304288212,"-80.345,31.150,-80.295,31.193"
NH17-02, 6935,NH17-02 6935,360,19206.64312835801,23055685.901952393,"-80.295,31.149,-80.244,31.193"
NH17-02, 6936,NH17-02 6936,361,19206.47917510241,23055292.361519143,"-80.245,31.149,-80.194,31.193"
NH17-02, 6937,NH17-02 6937,362,19206.30457874454,23054873.27802937,"-80.194,31.149,-80.144,31.192"
NH17-02, 6938,NH17-02 6938,363,19206.11894433074,23054427.701372277,"-80.144,31.148,-80.093,31.192"
NH17-02, 6939,NH17-02 6939,364,19205.92230357495,23053955.71259538,"-80.094,31.148,-80.043,31.192"
NH17-02, 6940,NH17-02 6940,365,19205.71482226303,23053457.710550472,"-80.043,31.148,-79.992,31.191"
NH17-02, 6971,NH17-02 6971,366,19207.78535447316,23058439.786682945,"-81.000,31.108,-80.950,31.152"
NH17-02, 6972,NH17-02 6972,367,19207.774501518004,23058413.734837055,"-80.950,31.108,-80.899,31.152"
NH17-02, 6973,NH17-02 6973,368,19207.752580565564,23058361.112853438,"-80.899,31.108,-80.849,31.152"
NH17-02, 6974,NH17-02 6974,369,19207.719769052477,23058282.34981586,"-80.849,31.108,-80.799,31.151"
NH17-02, 6975,NH17-02 6975,370,19207.67588950194,23058177.01806058,"-80.799,31.108,-80.748,31.151"
NH17-02, 6976,NH17-02 6976,371,19207.621316929966,23058046.01777844,"-80.748,31.108,-80.698,31.151"
NH17-02, 6977,NH17-02 6977,372,19207.55585385975,23057888.875326376,"-80.698,31.108,-80.647,31.151"
NH17-02, 6978,NH17-02 6978,373,19207.479291193682,23057705.08932656,"-80.648,31.108,-80.597,31.151"
NH17-02, 6979,NH17-02 6979,374,19207.39203553991,23057495.63930598,"-80.597,31.107,-80.547,31.151"
NH17-02, 6980,NH17-02 6980,375,19207.293545863657,23057259.220274985,"-80.547,31.107,-80.496,31.151"
NH17-02, 6981,NH17-02 6981,376,19207.18433167268,23056997.06021031,"-80.497,31.107,-80.446,31.151"
NH17-02, 6982,NH17-02 6982,377,19207.064112530545,23056708.484346807,"-80.446,31.107,-80.396,31.150"
NH17-02, 6983,NH17-02 6983,378,19206.93313730315,23056394.092281856,"-80.396,31.107,-80.345,31.150"
NH17-02, 6984,NH17-02 6984,379,19206.791157149775,23056053.28862634,"-80.346,31.106,-80.295,31.150"
NH17-02, 6985,NH17-02 6985,380,19206.638025917855,23055685.718446188,"-80.295,31.106,-80.245,31.150"
NH17-02, 6986,NH17-02 6986,381,19206.474430997423,23055293.036385596,"-80.245,31.106,-80.194,31.149"
NH17-02, 6987,NH17-02 6987,382,19206.299538743897,23054873.238910597,"-80.195,31.105,-80.144,31.149"
NH17-02, 6988,NH17-02 6988,383,19206.11387081584,23054427.582794845,"-80.144,31.105,-80.094,31.149"
NH17-02, 6989,NH17-02 6989,384,19205.917280968133,23053955.71497761,"-80.094,31.105,-80.043,31.148"
NH17-02, 7021,NH17-02 7021,385,19207.78040150277,23058439.75229629,"-81.000,31.065,-80.950,31.108"
NH17-02, 7022,NH17-02 7022,386,19207.769427333227,23058413.40884552,"-80.950,31.065,-80.899,31.108"
NH17-02, 7023,NH17-02 7023,387,19207.747532646674,23058360.850162867,"-80.899,31.065,-80.849,31.108"
NH17-02, 7024,NH17-02 7024,388,19207.714748957776,23058282.152280167,"-80.849,31.065,-80.799,31.108"
NH17-02, 7025,NH17-02 7025,389,19207.671210794673,23058177.639317837,"-80.799,31.065,-80.748,31.108"
NH17-02, 7026,NH17-02 7026,390,19207.616440129797,23058046.16337797,"-80.748,31.065,-80.698,31.108"
NH17-02, 7027,NH17-02 7027,391,19207.550863489407,23057888.74898596,"-80.698,31.064,-80.648,31.108"
NH17-02, 7028,NH17-02 7028,392,19207.47425187754,23057704.84431789,"-80.648,31.064,-80.597,31.108"
NH17-02, 7029,NH17-02 7029,393,19207.38714633185,23057495.753138922,"-80.597,31.064,-80.547,31.108"
NH17-02, 7030,NH17-02 7030,394,19207.28877674906,23057259.621120993,"-80.547,31.064,-80.497,31.107"
NH17-02, 7031,NH17-02 7031,395,19207.17948670649,23056997.277770087,"-80.497,31.064,-80.446,31.107"
NH17-02, 7032,NH17-02 7032,396,19207.059193264864,23056708.523502223,"-80.447,31.064,-80.396,31.107"
NH17-02, 7033,NH17-02 7033,397,19206.928145270445,23056393.956626337,"-80.396,31.063,-80.346,31.107"
NH17-02, 7034,NH17-02 7034,398,19206.786323025095,23056053.52877231,"-80.346,31.063,-80.295,31.107"
NH17-02, 7035,NH17-02 7035,399,19206.633236684964,23055686.065462045,"-80.296,31.063,-80.245,31.106"
NH17-02, 7036,NH17-02 7036,400,19206.469312832218,23055292.593543705,"-80.245,31.062,-80.195,31.106"
NH17-02, 7037,NH17-02 7037,401,19206.29446856871,23054872.91015153,"-80.195,31.062,-80.144,31.106"
NH17-02, 7038,NH17-02 7038,402,19206.1089330591,23054427.569812246,"-80.145,31.062,-80.094,31.105"
NH17-02, 7039,NH17-02 7039,403,19205.91236259308,23053955.74565692,"-80.094,31.061,-80.044,31.105"
NH17-02, 7070,NH17-02 7070,404,19207.775447583517,23058439.490303792,"-81.050,31.022,-81.000,31.065"
NH17-02, 7071,NH17-02 7071,405,19207.775531567637,23058439.690635912,"-81.000,31.022,-80.950,31.065"
NH17-02, 7072,NH17-02 7072,406,19207.764696623464,23058413.681129314,"-80.950,31.022,-80.899,31.065"
NH17-02, 7073,NH17-02 7073,407,19207.742713750788,23058360.911568865,"-80.899,31.022,-80.849,31.065"
NH17-02, 7074,NH17-02 7074,408,19207.70992643635,23058282.204855718,"-80.849,31.021,-80.799,31.065"
NH17-02, 7075,NH17-02 7075,409,19207.666334696158,23058177.564144056,"-80.799,31.021,-80.748,31.065"
NH17-02, 7076,NH17-02 7076,410,19207.611480513242,23058045.88523996,"-80.749,31.021,-80.698,31.065"
NH17-02, 7077,NH17-02 7077,411,19207.54613394039,23057889.022766516,"-80.698,31.021,-80.648,31.065"
NH17-02, 7078,NH17-02 7078,412,19207.469556436365,23057705.19973792,"-80.648,31.021,-80.597,31.064"
NH17-02, 7079,NH17-02 7079,413,19207.382225956113,23057495.56660889,"-80.598,31.021,-80.547,31.064"
NH17-02, 7080,NH17-02 7080,414,19207.283893606553,23057259.525256597,"-80.547,31.021,-80.497,31.064"
NH17-02, 7081,NH17-02 7081,415,19207.174444870067,23056996.800057344,"-80.497,31.020,-80.447,31.064"
NH17-02, 7082,NH17-02 7082,416,19207.05427473207,23056708.3402871,"-80.447,31.020,-80.396,31.064"
NH17-02, 7083,NH17-02 7083,417,19206.92326866973,23056393.873269074,"-80.397,31.020,-80.346,31.064"
NH17-02, 7084,NH17-02 7084,418,19206.781146222835,23056052.72442314,"-80.346,31.020,-80.296,31.063"
NH17-02, 7085,NH17-02 7085,419,19206.628302414283,23055685.84092561,"-80.296,31.019,-80.245,31.063"
NH17-02, 7086,NH17-02 7086,420,19206.46445683847,23055292.552586652,"-80.246,31.019,-80.195,31.063"
NH17-02, 7087,NH17-02 7087,421,19206.289743662004,23054873.184816822,"-80.195,31.019,-80.145,31.062"
NH17-02, 7088,NH17-02 7088,422,19206.10394585257,23054427.21256958,"-80.145,31.018,-80.094,31.062"
NH17-02, 7123,NH17-02 7123,423,19207.73800938177,23058361.01668539,"-80.899,30.978,-80.849,31.022"
NH17-02, 7124,NH17-02 7124,424,19207.70521847572,23058282.302901566,"-80.849,30.978,-80.799,31.022"
NH17-02, 7125,NH17-02 7125,425,19207.661624706132,23058177.655842356,"-80.799,30.978,-80.749,31.021"
NH17-02, 7126,NH17-02 7126,426,19207.606801558686,23058046.05137657,"-80.749,30.978,-80.698,31.021"
NH17-02, 7127,NH17-02 7127,427,19207.541373078264,23057888.99262797,"-80.698,30.978,-80.648,31.021"
NH17-02, 7128,NH17-02 7128,428,19207.46471523154,23057704.975810565,"-80.648,30.978,-80.598,31.021"
NH17-02, 7129,NH17-02 7129,429,19207.377223030722,23057494.953709528,"-80.598,30.978,-80.547,31.021"
NH17-02, 7130,NH17-02 7130,430,19207.27912550226,23057259.475378297,"-80.548,30.977,-80.497,31.021"
NH17-02, 7131,NH17-02 7131,431,19207.169798621133,23056997.040094696,"-80.497,30.977,-80.447,31.021"
NH17-02, 7132,NH17-02 7132,432,19207.049637370168,23056708.60068122,"-80.447,30.977,-80.397,31.020"
NH17-02, 7133,NH17-02 7133,433,19206.9186733361,23056394.232567452,"-80.397,30.977,-80.346,31.020"
NH17-02, 7134,NH17-02 7134,434,19206.776677451035,23056053.385753058,"-80.347,30.976,-80.296,31.020"
NH17-02, 7135,NH17-02 7135,435,19206.6236497035,23055686.060850583,"-80.296,30.976,-80.246,31.020"
NH17-02, 7136,NH17-02 7136,436,19206.459653408238,23055292.40982172,"-80.246,30.976,-80.195,31.019"
NH17-02, 7137,NH17-02 7137,437,19206.28507147059,23054873.355012074,"-80.196,30.976,-80.145,31.019"
NH17-02, 7138,NH17-02 7138,438,19206.09929187376,23054427.423724942,"-80.145,30.975,-80.095,31.019"
NH17-03, 6001,NH17-03 6001,439,19205.60043516988,23052934.113489985,"-79.984,31.927,-79.933,31.970"
NH17-03, 6002,NH17-03 6002,440,19205.37134405767,23052384.282474943,"-79.934,31.926,-79.882,31.970"
NH17-03, 6003,NH17-03 6003,441,19205.130908740783,23051807.228889097,"-79.883,31.926,-79.832,31.969"
NH17-03, 6004,NH17-03 6004,442,19204.87983628504,23051204.656008333,"-79.832,31.925,-79.781,31.969"
NH17-03, 6005,NH17-03 6005,443,19204.6177317271,23050575.61319661,"-79.781,31.925,-79.730,31.969"
NH17-03, 6006,NH17-03 6006,444,19204.344646232832,23049920.226957873,"-79.731,31.924,-79.679,31.968"
NH17-03, 6007,NH17-03 6007,445,19204.0607261484,23049238.84667467,"-79.680,31.924,-79.628,31.968"
NH17-03, 6008,NH17-03 6008,446,19203.766054366817,23048531.675516672,"-79.629,31.923,-79.578,31.967"
NH17-03, 6009,NH17-03 6009,447,19203.46015313099,23047797.564810544,"-79.578,31.923,-79.527,31.966"
NH17-03, 6010,NH17-03 6010,448,19203.143614845583,23047037.94002282,"-79.528,31.922,-79.476,31.966"
NH17-03, 6051,NH17-03 6051,449,19205.59399197015,23052933.836387947,"-79.985,31.883,-79.934,31.927"
NH17-03, 6052,NH17-03 6052,450,19205.36478646581,23052383.730116926,"-79.934,31.883,-79.883,31.927"
