PROT_NUMBE,BLOCK_NUMB,PROT_NUM_BLOCK_NUM,Unique,Shape_Length,Shape_Area,bounds
NI18-09, 6870,NI18-09 6870,8032,19199.578954503086,23038006.372031458,"-72.992,33.170,-72.940,33.214"
NI18-09, 6871,NI18-09 6871,8033,19199.142654816664,23036959.594906714,"-72.941,33.169,-72.888,33.213"
NI18-09, 6872,NI18-09 6872,8034,19198.695264699112,23035886.23214428,"-72.889,33.168,-72.837,33.212"
NI18-09, 6873,NI18-09 6873,8035,19198.236859732322,23034786.46910821,"-72.838,33.167,-72.785,33.211"
NI18-09, 6874,NI18-09 6874,8036,19197.767798779547,23033661.17181055,"-72.787,33.166,-72.734,33.210"
NI18-09, 6875,NI18-09 6875,8037,19197.287842571815,23032509.761940315,"-72.735,33.165,-72.683,33.209"
NI18-09, 6876,NI18-09 6876,8038,19196.796871495946,23031331.955480598,"-72.684,33.164,-72.631,33.209"
NI18-09, 6877,NI18-09 6877,8039,19196.29520019014,23030128.515361153,"-72.632,33.163,-72.580,33.208"
NI18-09, 6878,NI18-09 6878,8040,19195.7823190842,23028898.213987067,"-72.581,33.162,-72.528,33.207"
NI18-09, 6879,NI18-09 6879,8041,19195.25870679925,23027642.205887537,"-72.529,33.161,-72.477,33.206"
NI18-09, 6880,NI18-09 6880,8042,19194.72431893814,23026360.385636326,"-72.478,33.160,-72.425,33.205"
NI18-09, 6881,NI18-09 6881,8043,19194.17914249116,23025052.722186573,"-72.427,33.159,-72.374,33.203"
NI18-09, 6901,NI18-09 6901,8044,19205.793119707487,23052935.24069697,"-73.971,33.139,-73.919,33.183"
NI18-09, 6902,NI18-09 6902,8045,19205.563762474623,23052384.781506673,"-73.919,33.138,-73.867,33.182"
NI18-09, 6903,NI18-09 6903,8046,19205.323661705737,23051808.54803463,"-73.868,33.138,-73.816,33.182"
NI18-09, 6904,NI18-09 6904,8047,19205.072427191448,23051205.594690047,"-73.816,33.137,-73.764,33.181"
NI18-09, 6905,NI18-09 6905,8048,19204.810537257694,23050577.080598667,"-73.765,33.137,-73.713,33.181"
NI18-09, 6906,NI18-09 6906,8049,19204.537633221917,23049922.143050794,"-73.713,33.136,-73.661,33.180"
NI18-09, 6907,NI18-09 6907,8050,19204.253954208092,23049241.35883623,"-73.662,33.136,-73.610,33.180"
NI18-09, 6908,NI18-09 6908,8051,19203.958946442363,23048533.394028336,"-73.611,33.135,-73.558,33.179"
NI18-09, 6909,NI18-09 6909,8052,19203.653434314976,23047800.235629193,"-73.559,33.135,-73.507,33.178"
NI18-09, 6910,NI18-09 6910,8053,19203.336832587458,23047040.471046187,"-73.508,33.134,-73.455,33.178"
NI18-09, 6911,NI18-09 6911,8054,19203.009487369167,23046254.943498105,"-73.456,33.133,-73.404,33.177"
NI18-09, 6912,NI18-09 6912,8055,19202.671291792023,23045443.392668016,"-73.405,33.133,-73.353,33.177"
NI18-09, 6913,NI18-09 6913,8056,19202.321887104445,23044604.953907665,"-73.353,33.132,-73.301,33.176"
NI18-09, 6914,NI18-09 6914,8057,19201.96178305913,23043740.863106392,"-73.302,33.131,-73.250,33.175"
NI18-09, 6915,NI18-09 6915,8058,19201.590469973806,23042849.889574334,"-73.250,33.131,-73.198,33.175"
NI18-09, 6916,NI18-09 6916,8059,19201.20850167645,23041933.36787466,"-73.199,33.130,-73.147,33.174"
NI18-09, 6917,NI18-09 6917,8060,19200.815789917782,23040991.08591298,"-73.148,33.129,-73.095,33.173"
NI18-09, 6918,NI18-09 6918,8061,19200.411988729622,23040022.215848006,"-73.096,33.128,-73.044,33.172"
NI18-09, 6919,NI18-09 6919,8062,19199.997293174034,23039027.22453378,"-73.045,33.127,-72.992,33.171"
NI18-09, 6920,NI18-09 6920,8063,19199.571898405673,23038006.587046225,"-72.993,33.127,-72.941,33.171"
NI18-09, 6921,NI18-09 6921,8064,19199.135338837194,23036959.187642306,"-72.942,33.126,-72.889,33.170"
NI18-09, 6922,NI18-09 6922,8065,19198.68776537152,23035885.386387534,"-72.890,33.125,-72.838,33.169"
NI18-09, 6923,NI18-09 6923,8066,19198.229612355084,23034786.230433036,"-72.839,33.124,-72.787,33.168"
NI18-09, 6924,NI18-09 6924,8067,19197.76044546746,23033660.67637723,"-72.788,33.123,-72.735,33.167"
NI18-09, 6925,NI18-09 6925,8068,19197.280384290032,23032509.016021293,"-72.736,33.122,-72.684,33.166"
NI18-09, 6926,NI18-09 6926,8069,19196.789428967637,23031331.24976118,"-72.685,33.121,-72.632,33.165"
NI18-09, 6927,NI18-09 6927,8070,19196.287818830137,23030127.953901432,"-72.633,33.120,-72.581,33.164"
NI18-09, 6928,NI18-09 6928,8071,19195.775119439626,23028898.086971916,"-72.582,33.119,-72.529,33.163"
NI18-09, 6929,NI18-09 6929,8072,19195.25167673463,23027642.48808578,"-72.531,33.118,-72.478,33.162"
NI18-09, 6930,NI18-09 6930,8073,19194.71703838546,23026360.064202197,"-72.479,33.117,-72.427,33.161"
NI18-09, 6951,NI18-09 6951,8074,19205.78587007329,23052934.98018419,"-73.971,33.096,-73.919,33.139"
NI18-09, 6952,NI18-09 6952,8075,19205.556384652336,23052384.210993346,"-73.920,33.095,-73.868,33.139"
NI18-09, 6953,NI18-09 6953,8076,19205.316395839985,23051808.244015224,"-73.868,33.095,-73.816,33.138"
NI18-09, 6954,NI18-09 6954,8077,19205.065198860764,23051205.38257106,"-73.817,33.094,-73.765,33.138"
NI18-09, 6955,NI18-09 6955,8078,19204.803347487286,23050576.962829314,"-73.766,33.094,-73.713,33.137"
NI18-09, 6956,NI18-09 6956,8079,19204.530363442922,23049921.831723113,"-73.714,33.093,-73.662,33.137"
NI18-09, 6957,NI18-09 6957,8080,19204.24663686858,23049240.932914227,"-73.663,33.093,-73.611,33.136"
NI18-09, 6958,NI18-09 6958,8081,19203.951941319734,23048533.716093447,"-73.611,33.092,-73.559,33.136"
NI18-09, 6959,NI18-09 6959,8082,19203.646352326727,23047800.373780295,"-73.560,33.091,-73.508,33.135"
NI18-09, 6960,NI18-09 6960,8083,19203.32955520697,23047040.141871184,"-73.508,33.091,-73.456,33.135"
NI18-09, 6961,NI18-09 6961,8084,19203.002179307525,23046254.542118333,"-73.457,33.090,-73.405,33.134"
NI18-09, 6962,NI18-09 6962,8085,19202.663941350453,23045442.8911796,"-73.406,33.089,-73.353,33.133"
NI18-09, 6963,NI18-09 6963,8086,19202.314508098643,23044604.38530769,"-73.354,33.089,-73.302,33.133"
NI18-09, 6964,NI18-09 6964,8087,19201.954407874815,23043740.30229681,"-73.303,33.088,-73.250,33.132"
NI18-09, 6965,NI18-09 6965,8088,19201.583414270717,23042850.094036,"-73.251,33.087,-73.199,33.131"
NI18-09, 6966,NI18-09 6966,8089,19201.20133222638,23041933.296853803,"-73.200,33.086,-73.148,33.131"
NI18-09, 6967,NI18-09 6967,8090,19200.80862736396,23040991.03385776,"-73.149,33.086,-73.096,33.130"
NI18-09, 6968,NI18-09 6968,8091,19200.404878316393,23040022.28836988,"-73.097,33.085,-73.045,33.129"
NI18-09, 6969,NI18-09 6969,8092,19199.989996739067,23039026.852096826,"-73.046,33.084,-72.993,33.128"
NI18-09, 6970,NI18-09 6970,8093,19199.564536552673,23038006.061919622,"-72.994,33.083,-72.942,33.127"
NI18-09, 6971,NI18-09 6971,8094,19199.12798802429,23036958.68546845,"-72.943,33.082,-72.890,33.127"
NI18-09, 6972,NI18-09 6972,8095,19198.6807413751,23035885.66892259,"-72.892,33.082,-72.839,33.126"
NI18-09, 6973,NI18-09 6973,8096,19198.222481844965,23034786.254794963,"-72.840,33.081,-72.788,33.125"
NI18-09, 6974,NI18-09 6974,8097,19197.753448757827,23033661.023116942,"-72.789,33.080,-72.736,33.124"
NI18-09, 6975,NI18-09 6975,8098,19197.273252071165,23032509.03597983,"-72.737,33.079,-72.685,33.123"
NI18-09, 6976,NI18-09 6976,8099,19196.782432702268,23031331.59922962,"-72.686,33.078,-72.633,33.122"
NI18-09, 6977,NI18-09 6977,8100,19196.28060055122,23030127.77288665,"-72.635,33.077,-72.582,33.121"
NI18-09, 6978,NI18-09 6978,8101,19195.767649065776,23028897.302339785,"-72.583,33.076,-72.531,33.120"
NI18-09, 6979,NI18-09 6979,8102,19195.24422574044,23027641.752182633,"-72.532,33.075,-72.479,33.119"
NI18-09, 7001,NI18-09 7001,8103,19205.778817972874,23052935.172385193,"-73.972,33.052,-73.920,33.096"
NI18-09, 7002,NI18-09 7002,8104,19205.54951923753,23052384.850988057,"-73.920,33.052,-73.868,33.096"
NI18-09, 7003,NI18-09 7003,8105,19205.30944756918,23051808.685741052,"-73.869,33.051,-73.817,33.095"
NI18-09, 7004,NI18-09 7004,8106,19205.05828831128,23051205.918216232,"-73.818,33.051,-73.766,33.095"
NI18-09, 7005,NI18-09 7005,8107,19204.796268039456,23050577.09362204,"-73.766,33.050,-73.714,33.094"
NI18-09, 7006,NI18-09 7006,8108,19204.523323850353,23049922.057756037,"-73.715,33.050,-73.663,33.094"
NI18-09, 7007,NI18-09 7007,8109,19204.239443158436,23049240.787667904,"-73.663,33.049,-73.611,33.093"
NI18-09, 7008,NI18-09 7008,8110,19203.944550414726,23048533.102938525,"-73.612,33.049,-73.560,33.093"
NI18-09, 7009,NI18-09 7009,8111,19203.63903579084,23047799.937596083,"-73.561,33.048,-73.508,33.092"
NI18-09, 7010,NI18-09 7010,8112,19203.322553329952,23047040.461558722,"-73.509,33.047,-73.457,33.091"
NI18-09, 7011,NI18-09 7011,8113,19202.995147126578,23046254.78663373,"-73.458,33.047,-73.406,33.091"
NI18-09, 7012,NI18-09 7012,8114,19202.656716163274,23045442.67185676,"-73.406,33.046,-73.354,33.090"
NI18-09, 7013,NI18-09 7013,8115,19202.307436931456,23044604.53809917,"-73.355,33.045,-73.303,33.089"
NI18-09, 7014,NI18-09 7014,8116,19201.947265384442,23043740.282277517,"-73.304,33.045,-73.251,33.089"
NI18-09, 7015,NI18-09 7015,8117,19201.576157388066,23042849.802866686,"-73.252,33.044,-73.200,33.088"
NI18-09, 7016,NI18-09 7016,8118,19201.194245426253,23041933.414354406,"-73.201,33.043,-73.149,33.087"
NI18-09, 7017,NI18-09 7017,8119,19200.80127739099,23040990.517197452,"-73.149,33.042,-73.097,33.086"
NI18-09, 7018,NI18-09 7018,8120,19200.397612106764,23040021.976971634,"-73.098,33.042,-73.046,33.086"
NI18-09, 7019,NI18-09 7019,8121,19199.982784144522,23039026.668755062,"-73.047,33.041,-72.994,33.085"
NI18-09, 7020,NI18-09 7020,8122,19199.55733445198,23038005.902188506,"-72.995,33.040,-72.943,33.084"
NI18-09, 7021,NI18-09 7021,8123,19199.12079747691,23036958.551904686,"-72.944,33.039,-72.892,33.083"
NI18-09, 7022,NI18-09 7022,8124,19198.67368299023,23035885.853772394,"-72.893,33.038,-72.840,33.082"
NI18-09, 7023,NI18-09 7023,8125,19198.215166615293,23034785.824486382,"-72.841,33.037,-72.789,33.082"
NI18-09, 7024,NI18-09 7024,8126,19197.74602855474,23033660.344125275,"-72.790,33.036,-72.737,33.081"
NI18-09, 7025,NI18-09 7025,8127,19197.26604261809,23032508.8620108,"-72.738,33.035,-72.686,33.080"
NI18-09, 7026,NI18-09 7026,8128,19196.775284280775,23031331.570947602,"-72.687,33.035,-72.635,33.079"
NI18-09, 7027,NI18-09 7027,8129,19196.27327489924,23030127.318576626,"-72.636,33.034,-72.583,33.078"
NI18-09, 7028,NI18-09 7028,8130,19195.76053738332,23028897.362650134,"-72.584,33.033,-72.532,33.077"
NI18-09, 7051,NI18-09 7051,8131,19205.771680176993,23052935.147817153,"-73.972,33.009,-73.920,33.053"
NI18-09, 7052,NI18-09 7052,8132,19205.542146714084,23052384.26359111,"-73.921,33.009,-73.869,33.052"
NI18-09, 7053,NI18-09 7053,8133,19205.302067942408,23051808.083770297,"-73.869,33.008,-73.818,33.052"
NI18-09, 7054,NI18-09 7054,8134,19205.05102221114,23051205.586448647,"-73.818,33.008,-73.766,33.051"
NI18-09, 7055,NI18-09 7055,8135,19204.78899693298,23050576.746435687,"-73.767,33.007,-73.715,33.051"
NI18-09, 7056,NI18-09 7056,8136,19204.516124286332,23049921.886625547,"-73.715,33.006,-73.663,33.050"
NI18-09, 7057,NI18-09 7057,8137,19204.232284802478,23049240.714958917,"-73.664,33.006,-73.612,33.050"
NI18-09, 7058,NI18-09 7058,8138,19203.937509852174,23048533.306842573,"-73.613,33.005,-73.561,33.049"
NI18-09, 7059,NI18-09 7059,8139,19203.632038625114,23047800.247201547,"-73.561,33.005,-73.509,33.049"
NI18-09, 7060,NI18-09 7060,8140,19203.315285867546,23047040.12744726,"-73.510,33.004,-73.458,33.048"
NI18-09, 7061,NI18-09 7061,8141,19202.98779274537,23046254.246227242,"-73.459,33.003,-73.406,33.047"
NI18-09, 7062,NI18-09 7062,8142,19202.64945247581,23045442.345637877,"-73.407,33.003,-73.355,33.047"
NI18-09, 7063,NI18-09 7063,8143,19202.30017679395,23044604.22100925,"-73.356,33.002,-73.304,33.046"
NI18-09, 7064,NI18-09 7064,8144,19201.940053942322,23043740.08146802,"-73.304,33.001,-73.252,33.045"
NI18-09, 7065,NI18-09 7065,8145,19201.569071173286,23042849.90009006,"-73.253,33.001,-73.201,33.045"
NI18-09, 7066,NI18-09 7066,8146,19201.18704618785,23041933.2453338,"-73.202,33.000,-73.149,33.044"
NI18-09, 7067,NI18-09 7067,8147,19200.79396625668,23040990.07705255,"-73.150,32.999,-73.098,33.043"
NI18-09, 7068,NI18-09 7068,8148,19200.390473594234,23040021.95143356,"-73.099,32.998,-73.047,33.042"
NI18-09, 7069,NI18-09 7069,8149,19199.975730905815,23039026.848204106,"-73.048,32.998,-72.995,33.042"
NI18-09, 7070,NI18-09 7070,8150,19199.55021666358,23038005.924973175,"-72.996,32.997,-72.944,33.041"
NI18-09, 7071,NI18-09 7071,8151,19199.113572031747,23036958.319514204,"-72.945,32.996,-72.893,33.040"
NI18-09, 7072,NI18-09 7072,8152,19198.666200088348,23035885.004669067,"-72.894,32.995,-72.841,33.039"
NI18-09, 7073,NI18-09 7073,8153,19198.20801251483,23034785.76468786,"-72.842,32.994,-72.790,33.038"
NI18-09, 7074,NI18-09 7074,8154,19197.738933904428,23033660.422358576,"-72.791,32.993,-72.738,33.037"
NI18-09, 7075,NI18-09 7075,8155,19197.258844553275,23032508.695172988,"-72.740,32.992,-72.687,33.036"
NI18-09, 7076,NI18-09 7076,8156,19196.767983719925,23031331.157285575,"-72.688,32.991,-72.636,33.035"
NI18-09, 7077,NI18-09 7077,8157,19196.266187688954,23030127.416018203,"-72.637,32.990,-72.584,33.035"
NI18-09, 7101,NI18-09 7101,8158,19205.76446925561,23052934.927177597,"-73.973,32.966,-73.921,33.009"
NI18-09, 7102,NI18-09 7102,8159,19205.535122948975,23052384.49179223,"-73.921,32.965,-73.869,33.009"
NI18-09, 7103,NI18-09 7103,8160,19205.295081386535,23051808.397102542,"-73.870,32.965,-73.818,33.009"
NI18-09, 7104,NI18-09 7104,8161,19205.04391026599,23051205.600121833,"-73.819,32.964,-73.767,33.008"
NI18-09, 7105,NI18-09 7105,8162,19204.781804773138,23050576.568078768,"-73.767,32.964,-73.715,33.008"
NI18-09, 7106,NI18-09 7106,8163,19204.509092160253,23049922.092945557,"-73.716,32.963,-73.664,33.007"
NI18-09, 7107,NI18-09 7107,8164,19204.22520597884,23049240.808634475,"-73.665,32.963,-73.613,33.006"
NI18-09, 7108,NI18-09 7108,8165,19203.930354019445,23048533.21985075,"-73.613,32.962,-73.561,33.006"
NI18-09, 7109,NI18-09 7109,8166,19203.624611770465,23047799.51091029,"-73.562,32.961,-73.510,33.005"
NI18-09, 7110,NI18-09 7110,8167,19203.30805473323,23047039.856625788,"-73.511,32.961,-73.459,33.005"
NI18-09, 7111,NI18-09 7111,8168,19202.98080253932,23046254.552256536,"-73.459,32.960,-73.407,33.004"
NI18-09, 7112,NI18-09 7112,8169,19202.642345398388,23045442.372377984,"-73.408,32.960,-73.356,33.003"
NI18-09, 7113,NI18-09 7113,8170,19202.29307350008,23044604.25701157,"-73.357,32.959,-73.304,33.003"
NI18-09, 7114,NI18-09 7114,8171,19201.932911418407,23043740.024676174,"-73.305,32.958,-73.253,33.002"
NI18-09, 7115,NI18-09 7115,8172,19201.561708223053,23042849.31628099,"-73.254,32.957,-73.202,33.001"
NI18-09, 7116,NI18-09 7116,8173,19201.17988541509,23041933.14433047,"-73.203,32.957,-73.150,33.001"
NI18-09, 7117,NI18-09 7117,8174,19200.78697744727,23040990.38907815,"-73.151,32.956,-73.099,33.000"
NI18-09, 7118,NI18-09 7118,8175,19200.38317925246,23040021.528396633,"-73.100,32.955,-73.048,32.999"
NI18-09, 7119,NI18-09 7119,8176,19199.968522220515,23039026.634729564,"-73.049,32.954,-72.996,32.998"
NI18-09, 7120,NI18-09 7120,8177,19199.542824242744,23038005.26978028,"-72.997,32.953,-72.945,32.998"
NI18-09, 7121,NI18-09 7121,8178,19199.106431305954,23036958.270435102,"-72.946,32.953,-72.894,32.997"
NI18-09, 7122,NI18-09 7122,8179,19198.65899750492,23035884.803536467,"-72.895,32.952,-72.842,32.996"
NI18-09, 7123,NI18-09 7123,8180,19198.200704801508,23034785.312321074,"-72.843,32.951,-72.791,32.995"
NI18-09, 7124,NI18-09 7124,8181,19197.73159747569,23033659.90401699,"-72.792,32.950,-72.740,32.994"
NI18-09, 7125,NI18-09 7125,8182,19197.251569087162,23032508.322241027,"-72.741,32.949,-72.688,32.993"
NI18-09, 7126,NI18-09 7126,8183,19196.760575409215,23031330.46570068,"-72.689,32.948,-72.637,32.992"
NI18-09, 7127,NI18-09 7127,8184,19196.258722872546,23030126.588939324,"-72.638,32.947,-72.586,32.991"
NI18-10, 6340,NI18-10 6340,8185,19205.714824721705,23052934.437755663,"-76.075,32.663,-76.024,32.706"
NI18-10, 6389,NI18-10 6389,8186,19205.478665564307,23052384.422652572,"-76.126,32.619,-76.074,32.663"
NI18-10, 6390,NI18-10 6390,8187,19205.70780856364,23052934.3679981,"-76.075,32.619,-76.023,32.663"
NI18-10, 6437,NI18-10 6437,8188,19204.980248310214,23051204.947595406,"-76.228,32.575,-76.176,32.618"
NI18-10, 6438,NI18-10 6438,8189,19205.231379808112,23051807.650559053,"-76.177,32.575,-76.125,32.619"
NI18-10, 6439,NI18-10 6439,8190,19205.471587241325,23052384.14558107,"-76.126,32.576,-76.074,32.619"
NI18-10, 6440,NI18-10 6440,8191,19205.700914195575,23052934.533624858,"-76.074,32.576,-76.023,32.620"
NI18-10, 6485,NI18-10 6485,8192,19204.438293911317,23049920.95795898,"-76.330,32.530,-76.278,32.574"
NI18-10, 6486,NI18-10 6486,8193,19204.7112136754,23050575.933442626,"-76.278,32.531,-76.227,32.575"
NI18-10, 6488,NI18-10 6488,8194,19205.22428460608,23051807.271138273,"-76.176,32.532,-76.125,32.576"
NI18-10, 6489,NI18-10 6489,8195,19205.46455514563,23052383.91673624,"-76.125,32.532,-76.073,32.576"
NI18-10, 6490,NI18-10 6490,8196,19205.694022187625,23052934.6417054,"-76.074,32.533,-76.022,32.576"
NI18-10, 6533,NI18-10 6533,8197,19203.8526230795,23048532.018299416,"-76.431,32.486,-76.379,32.530"
NI18-10, 6534,NI18-10 6534,8198,19204.14764055899,23049240.008616347,"-76.380,32.486,-76.328,32.530"
NI18-10, 6535,NI18-10 6535,8199,19204.431378287623,23049920.937263176,"-76.329,32.487,-76.277,32.531"
NI18-10, 6536,NI18-10 6536,8200,19204.704357345017,23050576.057447597,"-76.278,32.488,-76.226,32.531"
NI18-10, 6538,NI18-10 6538,8201,19205.217550431305,23051807.68992828,"-76.176,32.489,-76.124,32.532"
NI18-10, 6539,NI18-10 6539,8202,19205.457645054532,23052383.912358664,"-76.125,32.489,-76.073,32.533"
NI18-10, 6540,NI18-10 6540,8203,19205.6870567851,23052934.50568158,"-76.073,32.489,-76.022,32.533"
NI18-10, 6582,NI18-10 6582,8204,19203.54016684814,23047798.69741183,"-76.481,32.442,-76.430,32.486"
NI18-10, 6583,NI18-10 6583,8205,19203.84580318658,23048532.158107795,"-76.430,32.443,-76.379,32.486"
NI18-10, 6584,NI18-10 6584,8206,19204.140594999037,23049239.60656315,"-76.379,32.443,-76.328,32.487"
NI18-10, 6585,NI18-10 6585,8207,19204.42450993342,23049920.961923502,"-76.328,32.444,-76.277,32.488"
NI18-10, 6586,NI18-10 6586,8208,19204.69742857652,23050575.937508374,"-76.277,32.444,-76.226,32.488"
NI18-10, 6587,NI18-10 6587,8209,19204.959383223322,23051204.608592987,"-76.226,32.445,-76.174,32.489"
NI18-10, 6588,NI18-10 6588,8210,19205.210580371306,23051807.47185202,"-76.175,32.445,-76.123,32.489"
NI18-10, 6589,NI18-10 6589,8211,19205.45073762559,23052383.846921355,"-76.124,32.446,-76.072,32.489"
NI18-10, 6590,NI18-10 6590,8212,19205.680017966246,23052934.123493057,"-76.073,32.446,-76.021,32.490"
NI18-10, 6630,NI18-10 6630,8213,19202.889079955217,23046252.694844306,"-76.583,32.398,-76.531,32.441"
NI18-10, 6631,NI18-10 6631,8214,19203.21660970251,23047038.67115443,"-76.532,32.398,-76.480,32.442"
NI18-10, 6632,NI18-10 6632,8215,19203.533296156325,23047798.639813952,"-76.481,32.399,-76.429,32.443"
NI18-10, 6633,NI18-10 6633,8216,19203.838868257288,23048531.945632733,"-76.430,32.399,-76.378,32.443"
NI18-10, 6634,NI18-10 6634,8217,19204.133596971973,23049239.243144136,"-76.379,32.400,-76.327,32.444"
NI18-10, 6635,NI18-10 6635,8218,19204.41756940777,23049920.73902666,"-76.328,32.400,-76.276,32.444"
NI18-10, 6636,NI18-10 6636,8219,19204.690503253056,23050575.750923336,"-76.277,32.401,-76.225,32.445"
NI18-10, 6637,NI18-10 6637,8220,19204.95244201268,23051204.384751406,"-76.226,32.401,-76.174,32.445"
NI18-10, 6638,NI18-10 6638,8221,19205.2035809196,23051807.108544804,"-76.174,32.402,-76.123,32.446"
NI18-10, 6639,NI18-10 6639,8222,19205.443876380188,23052383.814089835,"-76.123,32.402,-76.072,32.446"
NI18-10, 6640,NI18-10 6640,8223,19205.67325254247,23052934.321903914,"-76.072,32.403,-76.021,32.447"
NI18-10, 6678,NI18-10 6678,8224,19202.194646403103,23044602.64546763,"-76.684,32.353,-76.632,32.397"
NI18-10, 6679,NI18-10 6679,8225,19202.54397726631,23045440.90987696,"-76.633,32.354,-76.581,32.398"
NI18-10, 6680,NI18-10 6680,8226,19202.882314384246,23046252.8060133,"-76.582,32.354,-76.530,32.398"
NI18-10, 6681,NI18-10 6681,8227,19203.2098529596,23047038.803620063,"-76.531,32.355,-76.479,32.399"
NI18-10, 6682,NI18-10 6682,8228,19203.5264301141,23047798.50890793,"-76.480,32.355,-76.428,32.399"
NI18-10, 6683,NI18-10 6683,8229,19203.832176331038,23048532.236320294,"-76.429,32.356,-76.377,32.400"
NI18-10, 6684,NI18-10 6684,8230,19204.126841658686,23049239.38019804,"-76.378,32.357,-76.326,32.400"
NI18-10, 6685,NI18-10 6685,8231,19204.410827794323,23049920.908872947,"-76.327,32.357,-76.275,32.401"
NI18-10, 6686,NI18-10 6686,8232,19204.6838200792,23050576.06353761,"-76.276,32.358,-76.224,32.401"
NI18-10, 6687,NI18-10 6687,8233,19204.945774969467,23051204.73595918,"-76.225,32.358,-76.173,32.402"
NI18-10, 6688,NI18-10 6688,8234,19205.19693120791,23051807.501198635,"-76.174,32.359,-76.122,32.402"
NI18-10, 6689,NI18-10 6689,8235,19205.43701779046,23052383.70866941,"-76.123,32.359,-76.071,32.403"
NI18-10, 6690,NI18-10 6690,8236,19205.666262100225,23052933.90179154,"-76.072,32.360,-76.020,32.403"
NI18-10, 6727,NI18-10 6727,8237,19201.8274130535,23043737.699825414,"-76.734,32.309,-76.683,32.353"
NI18-10, 6728,NI18-10 6728,8238,19202.187666593767,23044602.157170802,"-76.683,32.310,-76.632,32.354"
NI18-10, 6729,NI18-10 6729,8239,19202.537122841422,23045440.72172222,"-76.632,32.310,-76.581,32.354"
NI18-10, 6730,NI18-10 6730,8240,19202.875510669797,23046252.74233166,"-76.581,32.311,-76.530,32.355"
NI18-10, 6731,NI18-10 6731,8241,19203.202862481776,23047038.29140325,"-76.530,32.312,-76.479,32.355"
NI18-10, 6732,NI18-10 6732,8242,19203.51953631675,23047798.230988495,"-76.479,32.312,-76.428,32.356"
NI18-10, 6733,NI18-10 6733,8243,19203.825293464804,23048531.984758824,"-76.428,32.313,-76.377,32.357"
NI18-10, 6734,NI18-10 6734,8244,19204.11989515355,23049238.97737266,"-76.377,32.313,-76.326,32.357"
NI18-10, 6735,NI18-10 6735,8245,19204.403862338906,23049920.463689905,"-76.326,32.314,-76.275,32.358"
NI18-10, 6736,NI18-10 6736,8246,19204.67679343058,23050575.46992414,"-76.275,32.314,-76.224,32.358"
NI18-10, 6737,NI18-10 6737,8247,19204.938883554256,23051204.46795255,"-76.224,32.315,-76.173,32.359"
NI18-10, 6738,NI18-10 6738,8248,19205.189905268577,23051806.91012793,"-76.173,32.315,-76.122,32.359"
NI18-10, 6739,NI18-10 6739,8249,19205.43032476714,23052383.918129418,"-76.122,32.316,-76.071,32.360"
NI18-10, 6740,NI18-10 6740,8250,19205.659588627313,23052934.154985096,"-76.071,32.316,-76.020,32.360"
NI18-10, 6775,NI18-10 6775,8251,19201.067639078192,23041930.77736967,"-76.835,32.264,-76.784,32.308"
NI18-10, 6776,NI18-10 6776,8252,19201.44957597542,23042847.232324995,"-76.784,32.265,-76.733,32.309"
NI18-10, 6777,NI18-10 6777,8253,19201.820673463822,23043737.693824284,"-76.734,32.266,-76.682,32.310"
NI18-10, 6778,NI18-10 6778,8254,19202.180974881754,23044602.26895873,"-76.683,32.266,-76.631,32.310"
NI18-10, 6779,NI18-10 6779,8255,19202.530209145203,23045440.30456083,"-76.632,32.267,-76.580,32.311"
NI18-10, 6780,NI18-10 6780,8256,19202.868603900635,23046252.34207583,"-76.581,32.268,-76.529,32.312"
NI18-10, 6781,NI18-10 6781,8257,19203.196083223953,23047038.19850351,"-76.530,32.268,-76.478,32.312"
NI18-10, 6782,NI18-10 6782,8258,19203.512766449552,23047798.16084828,"-76.479,32.269,-76.427,32.313"
NI18-10, 6783,NI18-10 6783,8259,19203.818458389953,23048531.75676151,"-76.428,32.269,-76.376,32.313"
NI18-10, 6784,NI18-10 6784,8260,19204.113354202404,23049239.458053865,"-76.377,32.270,-76.325,32.314"
NI18-10, 6785,NI18-10 6785,8261,19204.39729098352,23049920.86893987,"-76.326,32.271,-76.274,32.314"
NI18-10, 6786,NI18-10 6786,8262,19204.670236437505,23050575.909692988,"-76.275,32.271,-76.223,32.315"
NI18-10, 6787,NI18-10 6787,8263,19204.93219052374,23051204.584078126,"-76.224,32.272,-76.172,32.315"
NI18-10, 6788,NI18-10 6788,8264,19205.183229046594,23051807.068591237,"-76.173,32.272,-76.121,32.316"
NI18-10, 6789,NI18-10 6789,8265,19205.423590788472,23052383.936366662,"-76.122,32.273,-76.070,32.316"
NI18-10, 6790,NI18-10 6790,8266,19205.65291755974,23052934.329539683,"-76.071,32.273,-76.019,32.317"
NI18-10, 6823,NI18-10 6823,8267,19200.263967822746,23040018.501645185,"-76.936,32.219,-76.885,32.263"
NI18-10, 6824,NI18-10 6824,8268,19200.667734400045,23040987.299395815,"-76.886,32.220,-76.834,32.264"
NI18-10, 6825,NI18-10 6825,8269,19201.060782161898,23041930.39731094,"-76.835,32.221,-76.783,32.265"
NI18-10, 6826,NI18-10 6826,8270,19201.442839971536,23042847.14198302,"-76.784,32.222,-76.732,32.266"
NI18-10, 6827,NI18-10 6827,8271,19201.813788440544,23043737.24840303,"-76.733,32.222,-76.681,32.266"
