HUC12,HU_12_NAME,SUBREGION,BASIN,SUBBASIN,Shape_Length,Shape_Area,bounds
030502050103,Polk Spring Creek,Edisto-Santee,Edisto-South Carolina Coastal,Four Hole Swamp,30444.9166623939,33740074.625,"-80.689,33.482,-80.601,33.567"
031501041104,Possum Creek,Alabama,Coosa-Tallapoosa,Etowah,42662.55168990074,54734809.10546875,"-84.805,33.921,-84.724,34.048"
030701010804,Wildcat Creek-Appalachee River,Altamaha-St. Marys,Altamaha,Upper Oconee,43140.90424882753,63941952.515625,"-83.783,33.860,-83.641,33.947"
030601070302,Lloyd Creek,Ogeechee-Savannah,Savannah,Stevens,33011.54300273781,33011038.2265625,"-82.131,33.659,-82.054,33.757"
030601040502,Buffalo Creek,Ogeechee-Savannah,Savannah,Broad,45160.8755154375,65002586.453125,"-83.110,33.758,-82.966,33.865"
030701030405,Carr Branch-Yellow River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,48526.542418134006,77971977.7890625,"-84.085,33.868,-83.964,33.975"
030601070303,Middle Stevens Creek,Ogeechee-Savannah,Savannah,Stevens,50989.14940089803,64596132.2734375,"-82.207,33.633,-82.121,33.772"
030501120203,Wittee Branch,Edisto-Santee,Santee,Santee,45426.48758708154,70691274.484375,"-79.787,33.311,-79.682,33.452"
030501110105,Big Poplar Creek,Edisto-Santee,Santee,Lake Marion,35377.761839419356,49732814.453125,"-80.587,33.488,-80.494,33.561"
031501041103,Lawrence Creek-Pumpkinvine Creek,Alabama,Coosa-Tallapoosa,Etowah,56550.08594639935,105648085.875,"-84.909,33.899,-84.783,34.061"
030701010305,Lower Barber Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,36377.72195769063,52435068.6953125,"-83.539,33.863,-83.403,33.920"
030701010805,Shoal Creek-Appalachee River,Altamaha-St. Marys,Altamaha,Upper Oconee,50923.73584724652,72916452.0390625,"-83.740,33.836,-83.593,33.945"
030701010603,Barrow Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,43644.336715448575,74175982.2734375,"-83.282,33.783,-83.155,33.894"
030701030702,Palm Creek-Alcovy River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,42634.432443692494,57554126.4140625,"-83.972,33.886,-83.857,33.974"
030502030202,Hollow Creek-Nort Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,33719.625792287894,47438195.8046875,"-81.311,33.596,-81.197,33.659"
030402070104,Upper Sampit River,Pee Dee,Lower Pee Dee,Carolina Coastal-Sampit,55958.13070790637,110320096.265625,"-79.508,33.264,-79.349,33.413"
030502040105,Cedar Creek-South Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,36813.26245180179,44581240.0625,"-81.517,33.574,-81.447,33.698"
030502030306,Lower Caw Caw Swamp-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,38593.2956876314,57647669.875,"-80.907,33.500,-80.799,33.611"
030501120101,Dead River-Santee River,Edisto-Santee,Santee,Santee,49329.92521804272,71904546.4765625,"-80.188,33.400,-80.073,33.525"
030502040109,Clarks Mill Creek-South Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,66254.79433892747,114922699.6796875,"-81.679,33.566,-81.501,33.711"
030502040107,Middle Shaw Creek,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,63332.92670713628,132767443.140625,"-81.788,33.572,-81.619,33.733"
031300011103,Sope Creek,Apalachicola,Apalachicola,Upper Chattahoochee,48477.24938835061,91125650.9921875,"-84.557,33.926,-84.406,34.039"
031501040807,Upper Noonday Creek,Alabama,Coosa-Tallapoosa,Etowah,35177.37737530825,56448621.75,"-84.641,33.973,-84.523,34.051"
030601040501,Upper Long Creek,Ogeechee-Savannah,Savannah,Broad,56799.800295130124,121570136.0078125,"-83.171,33.777,-82.976,33.899"
030402070102,Boggy Swamp-Sampit River,Pee Dee,Lower Pee Dee,Carolina Coastal-Sampit,41828.1796485177,61988527.1640625,"-79.622,33.378,-79.464,33.440"
031501040901,Little Alatoona Creek,Alabama,Coosa-Tallapoosa,Etowah,48237.577795965495,81839591.71484375,"-84.755,33.937,-84.641,34.068"
030601070301,Gundy Creek,Ogeechee-Savannah,Savannah,Stevens,40343.68788444006,40579468.9375,"-82.164,33.691,-82.032,33.778"
030701010306,McNutt Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,39929.37506550288,38987718.59375,"-83.571,33.911,-83.399,33.949"
030502050101,Bull Swamp,Edisto-Santee,Edisto-South Carolina Coastal,Four Hole Swamp,54277.17220731552,95189771.59375,"-80.853,33.478,-80.687,33.618"
031300011101,Willeo Creek,Apalachicola,Apalachicola,Upper Chattahoochee,45216.182111767994,64774176.34375,"-84.430,33.917,-84.334,34.040"
030502040205,Upper Dean Swamp Creek,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,42625.878036117836,71242742.6875,"-81.489,33.602,-81.355,33.711"
031501041406,Hills Creek,Alabama,Coosa-Tallapoosa,Etowah,54054.703585494426,71589967.0546875,"-85.018,33.936,-84.935,34.098"
030501120204,Wittee Lake-Santee River,Edisto-Santee,Santee,Santee,71379.1044307979,120467248.9375,"-79.862,33.301,-79.689,33.495"
031501040902,Butler Creek,Alabama,Coosa-Tallapoosa,Etowah,33872.19181309212,52508934.8203125,"-84.698,33.992,-84.592,34.068"
030601070305,Horn Creek,Ogeechee-Savannah,Savannah,Stevens,76810.43590523426,151973991.1640625,"-82.099,33.640,-81.854,33.769"
030701030402,Upper Big Haynes Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,37014.43024417644,62721191.6640625,"-84.157,33.916,-84.053,34.017"
030501120104,Santee River,Edisto-Santee,Santee,Santee,47397.2832701316,59017018.0078125,"-80.119,33.413,-79.971,33.529"
030402080404,Atlantic Ocean,Pee Dee,Lower Pee Dee,Coastal Carolina,34033.36520956549,60376235.4140625,"-79.171,33.283,-79.086,33.398"
031300010907,Crooked Creek-Chattahoochee River,Apalachicola,Apalachicola,Upper Chattahoochee,48907.457009205915,111823843.8203125,"-84.352,33.924,-84.206,34.037"
030502030303,Long Branch-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,47189.74368255258,77321507.4921875,"-81.052,33.515,-80.949,33.659"
030701010304,Upper Barber Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,44953.530452426305,57445271.46875,"-83.686,33.878,-83.529,33.984"
030402070103,Ports Creek,Pee Dee,Lower Pee Dee,Carolina Coastal-Sampit,41999.35135288486,59401178.46875,"-79.450,33.367,-79.302,33.446"
030502050102,Flea Bite Creek-Four Hole Swamp,Edisto-Santee,Edisto-South Carolina Coastal,Four Hole Swamp,49720.039723975904,113460399.8203125,"-80.779,33.499,-80.652,33.632"
031300011102,March Creek-Chattahoochee River,Apalachicola,Apalachicola,Upper Chattahoochee,34652.83979137641,43163770.3046875,"-84.462,33.984,-84.373,34.066"
030701010803,Marbury Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,42648.36900150806,66972853.2734375,"-83.784,33.907,-83.641,34.000"
030402070106,Lower Sampit River,Pee Dee,Lower Pee Dee,Carolina Coastal-Sampit,36127.10517703602,47118818.2890625,"-79.351,33.312,-79.274,33.434"
030701010802,Williamson Creek-Appalachee River,Altamaha-St. Marys,Altamaha,Upper Oconee,42027.03260969047,56506657.03125,"-83.858,33.893,-83.761,34.007"
030601070304,Cedar Creek-Horn Creek,Ogeechee-Savannah,Savannah,Stevens,34511.02813481296,51231156.9140625,"-82.035,33.725,-81.911,33.800"
030601040504,Dry Fork Creek,Ogeechee-Savannah,Savannah,Broad,66260.5898355551,162742258.578125,"-83.038,33.722,-82.855,33.908"
030502030301,Limestone Creek-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,40139.67221383233,53020564.9921875,"-80.980,33.527,-80.912,33.675"
030402080402,Debidue Creek,Pee Dee,Lower Pee Dee,Coastal Carolina,37865.11738992103,63557536.125,"-79.232,33.297,-79.139,33.424"
030402050904,Johnsons Swamp,Pee Dee,Lower Pee Dee,Black,67296.56756835929,151738650.6171875,"-79.775,33.373,-79.531,33.500"
030701010602,Big Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,49243.2904717258,78464083.3359375,"-83.289,33.793,-83.194,33.962"
030701030701,Shoal Creek-Alcovy River,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,40581.556451969496,69492029.890625,"-83.991,33.923,-83.892,34.036"
030601040503,Indian Creek,Ogeechee-Savannah,Savannah,Broad,43606.78528639416,66344583.3828125,"-83.108,33.855,-82.955,33.941"
030502030210,Salem Creek-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,58286.46284551249,113079530.90625,"-81.203,33.558,-81.033,33.709"
030502040104,Rocky Springs Creek,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,42129.537276176095,70775767.8671875,"-81.576,33.646,-81.487,33.761"
030502030204,Jackson Branch-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,38109.97216650973,51211973.015625,"-81.297,33.642,-81.187,33.722"
031300010905,Cauley Creek-Chattahoochee River,Apalachicola,Apalachicola,Upper Chattahoochee,37706.49775946084,56873757.609375,"-84.225,33.966,-84.118,34.066"
031501040903,Clark Creek,Alabama,Coosa-Tallapoosa,Etowah,30518.473183184888,41710795.8671875,"-84.701,34.061,-84.586,34.119"
030501120106,Penn Branch-Santee River,Edisto-Santee,Santee,Santee,75914.97501597652,146825218.1953125,"-80.066,33.397,-79.840,33.553"
030701030404,Lower Big Haynes Creek,Altamaha-St. Marys,Altamaha,Upper Ocmulgee,38213.786050645984,64300413.6015625,"-84.073,33.951,-83.960,34.050"
030701010303,Bear Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,30860.65982859138,50812207.640625,"-83.609,33.943,-83.491,34.007"
030502040106,Upper Shaw Creek,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,42203.40496201418,87096114.953125,"-81.871,33.701,-81.740,33.808"
030701010801,Upper Appalachee River,Altamaha-St. Marys,Altamaha,Upper Oconee,45437.3991107263,59323644.3125,"-83.954,33.945,-83.811,34.051"
030502040103,Bridge Creek-South Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,46670.26826908815,88438883.1953125,"-81.755,33.678,-81.613,33.792"
031300011003,Middle Big Creek,Apalachicola,Apalachicola,Upper Chattahoochee,32427.803879592888,42692456.609375,"-84.317,34.017,-84.213,34.093"
030601070207,Beaverdam Creek-Turkey Creek,Ogeechee-Savannah,Savannah,Stevens,76265.37157180674,113110537.7265625,"-82.139,33.750,-81.855,33.835"
031501041105,Westbrook Creek-Pumpkinvine Creek,Alabama,Coosa-Tallapoosa,Etowah,49588.82171861818,69514190.91015625,"-84.806,34.010,-84.710,34.142"
030701010601,Shoal Creek-Oconee River,Altamaha-St. Marys,Altamaha,Upper Oconee,62140.13999315122,98009414.6796875,"-83.427,33.829,-83.274,33.991"
030701010307,Calls Creek-Middle Oconee River,Altamaha-St. Marys,Altamaha,Upper Oconee,70386.3872036764,106722409.1015625,"-83.516,33.838,-83.347,34.010"
031300011004,Lower Big Creek,Apalachicola,Apalachicola,Upper Chattahoochee,35675.02331138547,50547870.390625,"-84.386,34.005,-84.294,34.098"
030501110104,Lower Halfway Swamp Creek-Santee River,Edisto-Santee,Santee,Lake Marion,62262.30275872702,113936881.9296875,"-80.706,33.537,-80.527,33.674"
031501040806,Rubes Creek,Alabama,Coosa-Tallapoosa,Etowah,33846.553898699065,39142705.1328125,"-84.524,34.024,-84.452,34.121"
030601040505,Macks Creek,Ogeechee-Savannah,Savannah,Broad,44272.00106603394,57849573.4375,"-83.038,33.898,-82.855,33.957"
030601040506,Clark Creek,Ogeechee-Savannah,Savannah,Broad,56313.54318740156,134426994.546875,"-82.883,33.781,-82.741,33.945"
031300010906,Johns Creek,Apalachicola,Apalachicola,Upper Chattahoochee,28687.606941599992,33889884.59375,"-84.235,34.005,-84.160,34.096"
030701010302,Redstone Creek-Middle Oconee River,Altamaha-St. Marys,Altamaha,Upper Oconee,40606.98319589536,60200287.7734375,"-83.721,33.972,-83.570,34.033"
030402050908,Sixmile Creek-Black River,Pee Dee,Lower Pee Dee,Black,49472.85914084705,78629833.9609375,"-79.441,33.415,-79.269,33.499"
030502030106,Giddy Swamp Creek-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,55049.34418942215,134020786.3515625,"-81.466,33.641,-81.282,33.775"
030502030305,Upper Caw Caw Swamp-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,60655.40863155896,150748586.0078125,"-80.969,33.576,-80.792,33.715"
031501040804,Rocky Creek-Little River,Alabama,Coosa-Tallapoosa,Etowah,45219.067013080166,60752598.0390625,"-84.503,34.058,-84.357,34.127"
030501120102,Doctor Branch,Edisto-Santee,Santee,Santee,51313.33809675935,100428877.796875,"-80.183,33.503,-80.040,33.615"
030402050910,Outlet Black River,Pee Dee,Lower Pee Dee,Black,35779.93743254889,46366468.46875,"-79.301,33.399,-79.212,33.490"
030402050709,Ox Swamp,Pee Dee,Lower Pee Dee,Black,41557.49544258842,75377546.078125,"-79.844,33.463,-79.708,33.563"
031501040808,Lower Noonday Creek,Alabama,Coosa-Tallapoosa,Etowah,48838.1566341786,74327829.9140625,"-84.595,33.993,-84.489,34.145"
030502030207,Little Bull Swamp Creek,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,34900.506729835746,57243660.171875,"-81.051,33.631,-80.965,33.739"
030501110103,Upper Halfway Swamp Creek-Santee River,Edisto-Santee,Santee,Lake Marion,43817.15988752379,85629617.25,"-80.811,33.612,-80.678,33.704"
031501040904,Allatoona Creek-Lake Allatoona,Alabama,Coosa-Tallapoosa,Etowah,37463.46999535574,33224857.0625,"-84.734,34.049,-84.678,34.165"
030701010203,Little Mulberry River,Altamaha-St. Marys,Altamaha,Upper Oconee,44151.502959031364,78878773.4609375,"-83.928,34.005,-83.757,34.077"
030501110108,Potato Creek-Santee River,Edisto-Santee,Santee,Lake Marion,68305.47891333797,144160393.4296875,"-80.328,33.503,-80.154,33.647"
030501110107,Tawcaw Creek,Edisto-Santee,Santee,Lake Marion,60702.30700213725,99894728.96875,"-80.393,33.482,-80.283,33.653"
030502030208,Lower Bull Swamp Creek,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,64250.233446289574,114773715.796875,"-81.145,33.576,-81.010,33.755"
030502030203,Pond Branch-Bull Swamp Creek,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,34181.073662114984,51983835.515625,"-81.217,33.654,-81.137,33.772"
030701010505,Trail Creek-North Oconee River,Altamaha-St. Marys,Altamaha,Upper Oconee,50676.3349217378,74388436.1484375,"-83.422,33.878,-83.297,34.029"
030601040507,Lower Long Creek,Ogeechee-Savannah,Savannah,Broad,67218.06313936612,80654723.8515625,"-82.964,33.861,-82.767,33.971"
030601030709,Long Cane Creek Fork of Thurmond Lake,Ogeechee-Savannah,Savannah,Upper Savannah,99066.02958472325,245597795.6953125,"-82.421,33.651,-82.176,33.914"
030601070205,Log Creek,Ogeechee-Savannah,Savannah,Stevens,49116.158513788636,62946299.0,"-82.040,33.790,-81.854,33.882"
030402080403,Atlantic Ocean,Pee Dee,Lower Pee Dee,Coastal Carolina,32240.059902251633,55529521.4921875,"-79.139,33.385,-79.030,33.484"
030402050707,Thorntree Swamp,Pee Dee,Lower Pee Dee,Black,32817.80477215679,46529549.734375,"-79.919,33.504,-79.824,33.597"
030402080401,Pawleys Island Creek,Pee Dee,Lower Pee Dee,Coastal Carolina,28389.123991506527,21632459.765625,"-79.167,33.398,-79.084,33.491"
031501041301,Ward Creek-Etowah River,Alabama,Coosa-Tallapoosa,Etowah,61155.498437827155,73686135.19140625,"-84.851,34.052,-84.727,34.188"
031501040803,Copper Sandy Creek,Alabama,Coosa-Tallapoosa,Etowah,43878.73134100157,49315143.5078125,"-84.411,34.085,-84.267,34.154"
031300010902,Level Creek-Chattahoochee River,Apalachicola,Apalachicola,Upper Chattahoochee,47269.59273103679,81144553.015625,"-84.179,34.033,-84.028,34.124"
030601070108,Upper Stevens Creek,Ogeechee-Savannah,Savannah,Stevens,57238.577044702906,100438516.46875,"-82.266,33.759,-82.144,33.910"
030502040102,Mctier Creek,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,49245.23164503993,98572357.1171875,"-81.649,33.694,-81.533,33.845"
030501110106,Jacks Creek,Edisto-Santee,Santee,Lake Marion,70640.12810754155,138592488.0859375,"-80.475,33.503,-80.330,33.686"
030502040101,Headwaters South Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,South Fork Edisto,53900.88169172439,137895851.421875,"-81.816,33.752,-81.621,33.859"
030402050705,Rocky Ford Swamp,Pee Dee,Lower Pee Dee,Black,40649.464373175506,75281227.1328125,"-79.998,33.536,-79.861,33.622"
030601040404,Clouds Creek,Ogeechee-Savannah,Savannah,Broad,55540.10852854602,123212103.296875,"-83.254,33.891,-83.066,34.024"
030501110101,Warley Creek,Edisto-Santee,Santee,Lake Marion,32155.70193728524,57301816.109375,"-80.692,33.642,-80.590,33.729"
030402050903,Spring Gully-Black River,Pee Dee,Lower Pee Dee,Black,76197.64244584652,109859204.9375,"-79.801,33.461,-79.542,33.587"
030402050906,Indian Hut Swamp-Black River,Pee Dee,Lower Pee Dee,Black,65211.13966109626,103959142.8125,"-79.558,33.405,-79.391,33.554"
030701010301,Beech Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,42769.04368029741,68005372.046875,"-83.591,33.975,-83.471,34.084"
030601070203,Upper Turkey Creek-Stevens Creek,Ogeechee-Savannah,Savannah,Stevens,54223.69149439107,98448835.9765625,"-81.990,33.796,-81.788,33.895"
031501041004,Lake Allatoona,Alabama,Coosa-Tallapoosa,Etowah,57317.67272114497,97912344.1640625,"-84.747,34.088,-84.577,34.200"
030502030103,Goose Platter Creek-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,58190.89880617189,106179083.8046875,"-81.544,33.705,-81.383,33.839"
030701010205,Lower Mulberry River,Altamaha-St. Marys,Altamaha,Upper Oconee,41870.506638296334,59613517.2890625,"-83.717,34.016,-83.583,34.112"
031300010903,Ivy Creek,Apalachicola,Apalachicola,Upper Chattahoochee,46327.049104226106,57145147.96875,"-84.046,34.033,-83.916,34.136"
030601070208,Lower Turkey Creek-Stevens Creek,Ogeechee-Savannah,Savannah,Stevens,101801.27069244078,154716435.4375,"-82.181,33.761,-81.979,33.927"
030501120103,Mt Hope Swamp,Edisto-Santee,Santee,Santee,66524.43707399812,110506615.765625,"-80.127,33.502,-79.968,33.672"
030402050905,Big Dam Swamp,Pee Dee,Lower Pee Dee,Black,42879.4635708178,69344121.3515625,"-79.547,33.481,-79.440,33.591"
030601040403,Sulpher Spring Branch-Beaverdam Creek,Ogeechee-Savannah,Savannah,Broad,47496.2734682809,96117905.875,"-83.311,33.955,-83.126,34.057"
031501040809,Little River-Lake Allatoona,Alabama,Coosa-Tallapoosa,Etowah,49430.63686749196,64978936.62109375,"-84.599,34.101,-84.466,34.202"
030701010204,Cedar Creek-Mulberry River,Altamaha-St. Marys,Altamaha,Upper Oconee,52866.884847651,94531606.328125,"-83.808,33.992,-83.677,34.122"
030502030105,Lower Black Creek-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,54927.68747340859,86910956.3125,"-81.393,33.694,-81.264,33.840"
031501041203,Lower Racoon Creek,Alabama,Coosa-Tallapoosa,Etowah,40910.45088236613,59314834.4921875,"-84.923,34.012,-84.828,34.129"
031300010904,Suwanee Creek,Apalachicola,Apalachicola,Upper Chattahoochee,58829.159985689126,76402355.2109375,"-84.126,34.000,-83.942,34.150"
030501100309,Bates Mill Creek,Edisto-Santee,Santee,Congaree,39826.901954752655,68821798.9765625,"-80.871,33.671,-80.743,33.770"
031300011002,Upper Big Creek,Apalachicola,Apalachicola,Upper Chattahoochee,43612.55178642463,83679190.4921875,"-84.281,34.057,-84.170,34.179"
030502030206,Upper Bull Swamp Creek,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,40274.82973930578,79919682.40625,"-81.190,33.727,-81.067,33.819"
030402050901,Spring Branch-Black River,Pee Dee,Lower Pee Dee,Black,34676.63782470854,55096040.2421875,"-79.719,33.523,-79.636,33.622"
030701010501,Crooked Creek-North Oconee River,Altamaha-St. Marys,Altamaha,Upper Oconee,43652.26975072869,78827680.1015625,"-83.501,33.979,-83.379,34.100"
030502030201,Cedar Creek-Bull Swamp Creek,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,59132.017995887116,114857455.8046875,"-81.312,33.685,-81.181,33.845"
030402050405,Davis Branch,Pee Dee,Lower Pee Dee,Black,47028.39978276377,81476484.5390625,"-80.315,33.601,-80.185,33.701"
030501100402,Buckhead Creek-Toms Creek,Edisto-Santee,Santee,Congaree,38315.40619327273,53149088.2109375,"-80.772,33.686,-80.649,33.766"
030701010202,Duncan Creek-Mulberry River,Altamaha-St. Marys,Altamaha,Upper Oconee,47002.67278661105,63385090.265625,"-83.918,34.065,-83.756,34.142"
030501100308,Big Beaver Creek-Congaree River,Edisto-Santee,Santee,Congaree,54576.816365904175,119468720.40625,"-81.018,33.695,-80.836,33.796"
030601040601,Dove Creek,Ogeechee-Savannah,Savannah,Broad,51384.46190007221,82857438.765625,"-83.068,33.928,-82.923,34.057"
030701010504,Lower Sandy Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,41355.45349805255,57646319.03125,"-83.409,33.976,-83.313,34.100"
030402050406,Deep Creek-Pocotaligo River,Pee Dee,Lower Pee Dee,Black,36001.53641067572,44045388.2265625,"-80.169,33.578,-80.094,33.701"
031300010901,James Creek-Chattahoochee River,Apalachicola,Apalachicola,Upper Chattahoochee,53185.19585507981,85885611.0390625,"-84.175,34.101,-83.994,34.187"
030402061003,Outlet Waccamaw River-Atlantic Intracoastal Waterway,Pee Dee,Lower Pee Dee,Waccamaw,75426.61472371285,106904951.4140625,"-79.272,33.336,-79.075,33.558"
031501040802,Chicken Creek,Alabama,Coosa-Tallapoosa,Etowah,38156.19531134247,62523006.28125,"-84.362,34.114,-84.242,34.203"
031501041001,Etowah River-Lake Allatoona,Alabama,Coosa-Tallapoosa,Etowah,38245.24516105267,54788029.40625,"-84.641,34.171,-84.506,34.237"
030402050909,Lanes Creek-Black River,Pee Dee,Lower Pee Dee,Black,55574.105699152,106042546.7734375,"-79.423,33.472,-79.267,33.606"
030701010106,Dosters Creek-Middle Oconee River,Altamaha-St. Marys,Altamaha,Upper Oconee,42435.12850470619,72156258.2578125,"-83.698,34.040,-83.566,34.145"
030601040406,Lower Fork Broad River,Ogeechee-Savannah,Savannah,Broad,95826.13003608315,145482561.3046875,"-83.184,33.882,-82.977,34.099"
030402050902,Birch Creek,Pee Dee,Lower Pee Dee,Black,56200.94687919989,101803756.5078125,"-79.656,33.498,-79.522,33.642"
030601040604,Goosepond Creek-Broad River,Ogeechee-Savannah,Savannah,Broad,62641.35846355544,92921919.6484375,"-82.957,33.939,-82.775,34.074"
030501110102,Spring Grove Creek,Edisto-Santee,Santee,Lake Marion,43349.09346780761,63510256.7109375,"-80.519,33.640,-80.437,33.773"
030601040402,Brush Creek,Ogeechee-Savannah,Savannah,Broad,47144.436084483285,94350692.34375,"-83.331,34.011,-83.168,34.118"
030402050706,Dickey Swamp,Pee Dee,Lower Pee Dee,Black,71371.54028901889,123997339.609375,"-80.063,33.577,-79.823,33.698"
030501100302,Sandy Run-Congaree River,Edisto-Santee,Santee,Congaree,56790.41263171653,94699400.078125,"-81.107,33.741,-80.936,33.840"
030701010503,Middle Sandy Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,37367.67016600952,55136597.1171875,"-83.435,34.048,-83.326,34.133"
030502030101,Chinquapin Creek,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,49689.922125248275,111217581.171875,"-81.600,33.780,-81.461,33.914"
031501040801,Town of Birmingham-Little River,Alabama,Coosa-Tallapoosa,Etowah,41222.90984041396,54474577.671875,"-84.384,34.124,-84.266,34.229"
030601070206,Rocky Creek-Turkey Creek,Ogeechee-Savannah,Savannah,Stevens,37831.84919661777,54705827.9140625,"-82.114,33.856,-82.042,33.984"
031501040805,Avery Creek-Mill Creek,Alabama,Coosa-Tallapoosa,Etowah,60095.120799894954,95396508.0078125,"-84.506,34.116,-84.325,34.240"
030402070207,Cypress Creek-Great Pee Dee River,Pee Dee,Lower Pee Dee,Carolina Coastal-Sampit,90104.16958375099,156587750.5390625,"-79.289,33.347,-79.118,33.606"
030601040405,Fork Creek,Ogeechee-Savannah,Savannah,Broad,45181.00883870709,46846113.46875,"-83.166,34.037,-82.985,34.116"
030601040606,Coody Creek-Broad River,Ogeechee-Savannah,Savannah,Broad,51148.6511074627,104345698.5234375,"-82.742,33.956,-82.572,34.067"
030601070107,Rocky Creek-Cuffytown Creek,Ogeechee-Savannah,Savannah,Stevens,48306.21001078444,68897246.7578125,"-82.320,33.867,-82.233,34.022"
031501040604,Canton Creek,Alabama,Coosa-Tallapoosa,Etowah,40610.75053038927,53733681.29296875,"-84.508,34.187,-84.352,34.254"
030701010105,Lower Walnut Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,47019.249343195865,78062637.2734375,"-83.818,34.108,-83.644,34.191"
030501110109,Lake Marion-Santee River,Edisto-Santee,Santee,Lake Marion,231278.15776651315,668396951.9765625,"-80.648,33.344,-80.128,33.803"
030402050710,Stony Run Branch-Black River,Pee Dee,Lower Pee Dee,Black,100574.45832387311,147547510.015625,"-79.888,33.491,-79.700,33.707"
031300011001,Headwaters Big Creek,Apalachicola,Apalachicola,Upper Chattahoochee,42206.77656507882,91745163.28125,"-84.276,34.155,-84.125,34.245"
030601040605,Wahachee Creek-Broad River,Ogeechee-Savannah,Savannah,Broad,73663.61463997293,117732251.3203125,"-82.803,33.868,-82.676,34.092"
030502030102,Lightwood Knot Creek,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,55501.265237123895,94520848.8828125,"-81.517,33.797,-81.405,33.931"
030502030104,Upper Black Creek-North Fork Edisto River,Edisto-Santee,Edisto-South Carolina Coastal,North Fork Edisto,49252.28367530828,90176171.28125,"-81.434,33.814,-81.294,33.922"
030601070103,Lower Hard Labor Creek,Ogeechee-Savannah,Savannah,Stevens,45858.94353679965,69777344.78125,"-82.262,33.898,-82.163,34.026"
030402050402,Upper Sammy Swamp,Pee Dee,Lower Pee Dee,Black,32747.847794152713,41829447.046875,"-80.499,33.733,-80.391,33.808"
030501091001,Upper Clouds Creek,Edisto-Santee,Santee,Saluda,51680.97285177721,123620554.6875,"-81.729,33.838,-81.574,33.963"
030701010201,Upper Mulberry River,Altamaha-St. Marys,Altamaha,Upper Oconee,52363.655889012625,109790797.390625,"-83.941,34.080,-83.794,34.221"
030402050403,Lower Sammy Swamp,Pee Dee,Lower Pee Dee,Black,65966.66159574453,148502107.5703125,"-80.454,33.651,-80.263,33.792"
030701010405,Curry Creek,Altamaha-St. Marys,Altamaha,Upper Oconee,48979.21474549673,94023495.234375,"-83.612,34.057,-83.463,34.192"
030402050407,Lower Pocotaligo River,Pee Dee,Lower Pee Dee,Black,88043.0516462167,153028150.2734375,"-80.279,33.617,-80.039,33.778"
030402050907,Peters Creek,Pee Dee,Lower Pee Dee,Black,60532.649977730056,119121501.9296875,"-79.350,33.480,-79.208,33.649"
030402080310,Atlantic Ocean,Pee Dee,Lower Pee Dee,Coastal Carolina,38206.5666551752,40672345.7734375,"-79.099,33.484,-78.984,33.608"
